country,continent,year,population,gdp,primary_energy_consumption,renewable_energy_consumption,renewables_share_energy,electricity_generation,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,nuclear_consumption,solar_capacity_mw,wind_capacity_mw,hydro_capacity_mw,carbon_emissions_mt,energy_imports_twh,energy_exports_twh,energy_intensity_gdp,average_energy_price_usd_per_kwh,industrial_energy_use_twh,residential_energy_use_twh,transport_energy_use_twh,temperature_celsius,renewable_investment_usd_billion,energy_efficiency_index,urbanization_rate,policy_index
Argentina,South America,2004,39.27,366.64,1.04,0.14,13.2,0.39,0.9,0.29,0.35,0.27,0.02,19.18,38.07,132.6,0.72,0.17,0.02,0.0027,0.057,0.42,0.31,0.31,24.77,2.12,49.64,52.0,4.65
Argentina,South America,2005,39.86,390.47,1.07,0.15,14.0,0.4,0.92,0.29,0.35,0.29,0.02,24.33,45.59,138.62,0.73,0.23,0.02,0.0025,0.0493,0.43,0.32,0.32,23.53,2.75,50.78,52.5,4.46
Argentina,South America,2006,40.46,415.86,1.11,0.16,14.8,0.42,0.94,0.28,0.35,0.3,0.02,30.87,54.61,144.92,0.74,0.17,0.02,0.0024,0.0827,0.44,0.33,0.33,25.2,3.56,53.37,53.0,5.25
Argentina,South America,2007,41.06,442.89,1.14,0.18,15.6,0.44,0.96,0.28,0.36,0.32,0.02,39.16,65.4,151.51,0.75,0.21,0.02,0.0023,0.0889,0.46,0.34,0.34,23.67,4.59,55.21,53.5,5.54
Argentina,South America,2008,41.68,471.67,1.17,0.19,16.4,0.46,0.98,0.28,0.36,0.34,0.02,49.69,78.34,158.4,0.77,0.3,0.02,0.0022,0.0912,0.47,0.35,0.35,24.46,5.92,53.64,54.0,5.14
Argentina,South America,2009,42.31,502.33,1.21,0.21,17.2,0.48,1.0,0.28,0.36,0.36,0.02,63.04,93.82,165.6,0.78,0.29,0.02,0.0021,0.0564,0.48,0.36,0.36,24.6,7.6,57.72,54.5,5.04
Argentina,South America,2010,42.94,534.98,1.25,0.22,18.0,0.5,1.02,0.28,0.37,0.38,0.02,79.98,112.37,173.12,0.79,0.33,0.02,0.002,0.0913,0.5,0.37,0.37,25.29,9.74,58.84,55.0,5.52
Argentina,South America,2011,43.58,569.76,1.28,0.26,20.0,0.52,1.03,0.27,0.37,0.39,0.03,101.48,134.59,180.99,0.79,0.38,0.03,0.0019,0.0868,0.51,0.39,0.39,23.76,13.25,58.11,55.5,5.87
Argentina,South America,2012,44.24,606.79,1.32,0.29,22.0,0.54,1.03,0.26,0.36,0.41,0.03,128.75,161.19,189.22,0.78,0.25,0.03,0.0018,0.0836,0.53,0.4,0.4,24.81,17.86,58.05,56.0,5.87
Argentina,South America,2013,44.9,646.23,1.36,0.33,24.0,0.57,1.04,0.25,0.36,0.42,0.03,163.35,193.06,197.82,0.77,0.36,0.03,0.0017,0.0795,0.54,0.41,0.41,23.54,23.86,58.64,56.5,5.81
Argentina,South America,2014,45.57,688.24,1.4,0.36,26.0,0.59,1.04,0.25,0.36,0.43,0.03,207.25,231.23,206.81,0.77,0.41,0.03,0.0016,0.0701,0.56,0.42,0.42,24.83,31.65,60.69,57.0,5.92
Argentina,South America,2015,46.26,732.97,1.45,0.4,28.0,0.61,1.04,0.24,0.35,0.45,0.03,262.95,276.94,216.21,0.76,0.4,0.03,0.0015,0.0917,0.58,0.43,0.43,23.79,41.75,62.71,57.5,7.78
Argentina,South America,2016,46.95,780.62,1.49,0.45,30.0,0.64,1.04,0.23,0.35,0.46,0.03,333.62,331.7,226.03,0.75,0.33,0.03,0.0015,0.0905,0.6,0.45,0.45,23.88,54.79,63.36,58.0,8.3
Argentina,South America,2017,47.66,831.36,1.53,0.49,32.0,0.67,1.04,0.22,0.35,0.47,0.03,423.28,397.27,236.31,0.75,0.44,0.03,0.0014,0.1052,0.61,0.46,0.46,23.77,71.57,66.44,58.5,8.42
Argentina,South America,2018,48.37,885.4,1.58,0.54,34.0,0.7,1.04,0.21,0.34,0.49,0.03,537.03,475.81,247.05,0.74,0.33,0.03,0.0013,0.0972,0.63,0.47,0.47,25.56,93.14,68.4,59.0,8.78
Argentina,South America,2019,49.1,942.95,1.63,0.59,36.0,0.72,1.04,0.21,0.34,0.5,0.03,681.36,569.88,258.28,0.73,0.33,0.03,0.0012,0.1,0.65,0.49,0.49,24.26,120.78,68.06,59.5,8.71
Argentina,South America,2020,49.83,1004.24,1.68,0.64,38.0,0.76,1.04,0.2,0.33,0.51,0.03,864.48,682.55,270.02,0.72,0.42,0.03,0.0012,0.0796,0.67,0.5,0.5,24.18,156.14,70.67,60.0,8.6
Argentina,South America,2021,50.58,1069.51,1.73,0.69,40.0,0.79,1.04,0.19,0.33,0.52,0.03,1096.8,817.49,282.29,0.71,0.39,0.03,0.0011,0.0803,0.69,0.52,0.52,23.92,201.3,68.34,60.5,8.83
Argentina,South America,2022,51.34,1139.03,1.78,0.75,42.0,0.82,1.03,0.18,0.32,0.53,0.04,1391.57,979.1,295.12,0.69,0.5,0.04,0.001,0.0843,0.71,0.53,0.53,25.78,258.87,71.73,61.0,9.24
Argentina,South America,2023,52.11,1213.07,1.83,0.81,44.0,0.85,1.03,0.17,0.32,0.54,0.04,1765.55,1172.67,308.53,0.68,0.43,0.04,0.001,0.0952,0.73,0.55,0.55,25.44,332.15,71.73,61.5,9.3
Argentina,South America,2024,52.89,1291.92,1.89,0.87,46.0,0.89,1.02,0.16,0.31,0.55,0.04,2240.05,1404.51,322.55,0.67,0.54,0.04,0.0009,0.1139,0.76,0.57,0.57,25.75,425.29,73.48,62.0,9.88
Egypt,Africa,2000,68.0,100.0,1.7,0.17,10.0,0.59,1.53,0.54,0.61,0.38,0.03,13.6,34.0,204.0,1.24,0.38,0.03,0.017,0.0599,0.68,0.51,0.51,25.41,0.25,45.36,50.0,3.69
Egypt,Africa,2001,69.02,106.5,1.75,0.19,10.8,0.62,1.56,0.53,0.62,0.41,0.04,17.25,40.72,213.27,1.26,0.35,0.04,0.0162,0.0757,0.7,0.53,0.53,25.45,0.33,44.48,50.5,3.72
Egypt,Africa,2002,70.06,113.42,1.8,0.21,11.6,0.65,1.6,0.53,0.63,0.44,0.04,21.89,48.77,222.97,1.28,0.53,0.04,0.0154,0.0633,0.72,0.54,0.54,25.9,0.44,48.64,51.0,4.64
Egypt,Africa,2003,71.11,120.79,1.86,0.23,12.4,0.68,1.63,0.53,0.63,0.47,0.04,27.78,58.41,233.1,1.3,0.37,0.04,0.0147,0.0722,0.74,0.56,0.56,26.66,0.57,49.22,51.5,4.1
Egypt,Africa,2004,72.17,128.65,1.92,0.25,13.2,0.71,1.66,0.53,0.64,0.5,0.04,35.24,69.96,243.69,1.32,0.54,0.04,0.014,0.0676,0.77,0.57,0.57,25.72,0.74,49.5,52.0,4.14
Egypt,Africa,2005,73.26,137.01,1.97,0.28,14.0,0.74,1.7,0.53,0.64,0.53,0.04,44.71,83.8,254.77,1.34,0.33,0.04,0.0133,0.0781,0.79,0.59,0.59,25.2,0.96,50.67,52.5,4.77
Egypt,Africa,2006,74.35,145.91,2.03,0.3,14.8,0.77,1.73,0.52,0.65,0.56,0.04,56.73,100.36,266.35,1.36,0.32,0.04,0.0127,0.0879,0.81,0.61,0.61,25.69,1.25,51.42,53.0,4.7
Egypt,Africa,2007,75.47,155.4,2.09,0.33,15.6,0.81,1.77,0.52,0.66,0.59,0.04,71.97,120.2,278.45,1.39,0.39,0.04,0.0121,0.0506,0.84,0.63,0.63,26.74,1.61,55.27,53.5,4.77
Egypt,Africa,2008,76.6,165.5,2.16,0.35,16.4,0.84,1.8,0.52,0.66,0.62,0.04,91.32,143.97,291.11,1.41,0.54,0.04,0.0115,0.0817,0.86,0.65,0.65,27.02,2.08,54.29,54.0,5.0
Egypt,Africa,2009,77.75,176.26,2.22,0.38,17.2,0.88,1.84,0.51,0.67,0.66,0.04,115.86,172.43,304.34,1.43,0.44,0.04,0.0109,0.082,0.89,0.67,0.67,26.99,2.67,54.53,54.5,5.22
Egypt,Africa,2010,78.92,187.71,2.29,0.41,18.0,0.92,1.88,0.51,0.68,0.69,0.05,146.99,206.52,318.17,1.45,0.65,0.05,0.0104,0.0873,0.92,0.69,0.69,27.37,3.42,58.02,55.0,5.39
Egypt,Africa,2011,80.1,199.92,2.36,0.47,20.0,0.96,1.89,0.49,0.67,0.72,0.05,186.5,247.35,332.63,1.44,0.56,0.05,0.0099,0.0829,0.94,0.71,0.71,25.6,4.65,58.38,55.5,5.86
Egypt,Africa,2012,81.3,212.91,2.43,0.53,22.0,1.0,1.9,0.48,0.67,0.75,0.05,236.62,296.25,347.75,1.43,0.43,0.05,0.0094,0.0892,0.97,0.73,0.73,26.65,6.27,61.21,56.0,5.34
Egypt,Africa,2013,82.52,226.75,2.5,0.6,24.0,1.04,1.9,0.47,0.66,0.77,0.05,300.21,354.82,363.56,1.42,0.48,0.05,0.0089,0.0836,1.0,0.75,0.75,26.11,8.37,61.46,56.5,6.21
Egypt,Africa,2014,83.76,241.49,2.58,0.67,26.0,1.08,1.91,0.45,0.66,0.8,0.05,380.89,424.96,380.08,1.41,0.43,0.05,0.0084,0.0816,1.03,0.77,0.77,26.58,11.11,61.28,57.0,6.53
Egypt,Africa,2015,85.02,257.18,2.66,0.74,28.0,1.13,1.91,0.44,0.65,0.82,0.05,483.26,508.98,397.36,1.4,0.73,0.05,0.008,0.0904,1.06,0.8,0.8,27.03,14.65,62.85,57.5,8.67
Egypt,Africa,2016,86.29,273.9,2.74,0.82,30.0,1.18,1.92,0.43,0.64,0.85,0.05,613.13,609.6,415.42,1.38,0.7,0.05,0.0076,0.0932,1.1,0.82,0.82,27.36,19.22,63.3,58.0,8.71
Egypt,Africa,2017,87.59,291.7,2.82,0.9,32.0,1.23,1.92,0.41,0.64,0.87,0.06,777.91,730.12,434.3,1.37,0.51,0.06,0.0072,0.0793,1.13,0.85,0.85,26.35,25.11,67.31,58.5,8.91
Egypt,Africa,2018,88.9,310.67,2.91,0.99,34.0,1.28,1.92,0.4,0.63,0.89,0.06,986.98,874.47,454.03,1.35,0.74,0.06,0.0068,0.0961,1.16,0.87,0.87,26.84,32.68,68.39,59.0,8.7
Egypt,Africa,2019,90.23,330.86,2.99,1.08,36.0,1.33,1.92,0.38,0.62,0.92,0.06,1252.23,1047.35,474.67,1.34,0.62,0.06,0.0065,0.075,1.2,0.9,0.9,27.33,42.38,68.74,59.5,8.73
Egypt,Africa,2020,91.59,352.36,3.08,1.17,38.0,1.39,1.91,0.36,0.61,0.94,0.06,1588.77,1254.41,496.24,1.32,0.47,0.06,0.0061,0.1036,1.23,0.93,0.93,25.82,54.79,69.81,60.0,9.47
Egypt,Africa,2021,92.96,375.27,3.18,1.27,40.0,1.45,1.91,0.35,0.6,0.96,0.06,2015.75,1502.41,518.8,1.3,0.69,0.06,0.0058,0.0809,1.27,0.95,0.95,27.25,70.63,71.47,60.5,9.2
Egypt,Africa,2022,94.35,399.66,3.27,1.37,42.0,1.51,1.9,0.33,0.59,0.98,0.07,2557.48,1799.43,542.38,1.27,0.97,0.07,0.0055,0.0751,1.31,0.98,0.98,26.89,90.83,72.27,61.0,9.66
Egypt,Africa,2023,95.77,425.64,3.37,1.48,44.0,1.57,1.89,0.31,0.58,0.99,0.07,3244.8,2155.18,567.03,1.25,0.6,0.07,0.0052,0.1065,1.35,1.01,1.01,27.03,116.54,72.19,61.5,9.08
Egypt,Africa,2024,97.21,453.31,3.47,1.6,46.0,1.63,1.88,0.3,0.57,1.01,0.07,4116.84,2581.26,592.8,1.23,0.97,0.07,0.0049,0.0823,1.39,1.04,1.04,26.58,149.22,72.96,62.0,9.97
Thailand,Asia,2000,63.0,125.0,1.57,0.16,10.0,0.55,1.42,0.5,0.57,0.35,0.03,12.6,31.5,189.0,1.14,0.4,0.03,0.0126,0.0719,0.63,0.47,0.47,17.5,0.31,45.5,50.0,4.07
Thailand,Asia,2001,63.94,133.12,1.62,0.18,10.8,0.58,1.45,0.49,0.57,0.38,0.03,15.99,37.73,197.59,1.16,0.45,0.03,0.012,0.0777,0.65,0.49,0.49,17.06,0.41,46.9,50.5,3.7
Thailand,Asia,2002,64.9,141.78,1.67,0.19,11.6,0.6,1.48,0.49,0.58,0.4,0.03,20.28,45.19,206.57,1.18,0.39,0.03,0.0114,0.0545,0.67,0.5,0.5,17.69,0.54,46.81,51.0,4.42
Thailand,Asia,2003,65.88,150.99,1.72,0.21,12.4,0.63,1.51,0.49,0.59,0.43,0.03,25.73,54.12,215.96,1.2,0.34,0.03,0.0109,0.0738,0.69,0.52,0.52,17.93,0.71,46.87,51.5,4.73
Thailand,Asia,2004,66.87,160.81,1.77,0.23,13.2,0.66,1.54,0.49,0.59,0.46,0.04,32.65,64.82,225.77,1.22,0.34,0.04,0.0104,0.0633,0.71,0.53,0.53,18.53,0.93,49.13,52.0,4.16
Thailand,Asia,2005,67.87,171.26,1.83,0.26,14.0,0.69,1.57,0.49,0.6,0.49,0.04,41.42,77.63,236.04,1.24,0.38,0.04,0.0099,0.0853,0.73,0.55,0.55,18.48,1.21,51.69,52.5,4.88
Thailand,Asia,2006,68.89,182.39,1.88,0.28,14.8,0.72,1.6,0.48,0.6,0.52,0.04,52.56,92.98,246.76,1.26,0.34,0.04,0.0094,0.0657,0.75,0.56,0.56,18.74,1.56,50.61,53.0,4.68
Thailand,Asia,2007,69.92,194.25,1.94,0.3,15.6,0.75,1.64,0.48,0.61,0.55,0.04,66.68,111.36,257.98,1.28,0.37,0.04,0.0089,0.0678,0.78,0.58,0.58,19.24,2.02,51.67,53.5,5.07
Thailand,Asia,2008,70.97,206.87,2.0,0.33,16.4,0.78,1.67,0.48,0.61,0.58,0.04,84.6,133.38,269.7,1.3,0.35,0.04,0.0085,0.0908,0.8,0.6,0.6,17.55,2.59,54.21,54.0,5.44
Thailand,Asia,2009,72.03,220.32,2.06,0.35,17.2,0.81,1.7,0.47,0.62,0.61,0.04,107.34,159.75,281.96,1.32,0.53,0.04,0.0081,0.0704,0.82,0.62,0.62,18.05,3.33,55.39,54.5,5.11
Thailand,Asia,2010,73.11,234.64,2.12,0.38,18.0,0.85,1.74,0.47,0.63,0.64,0.04,136.19,191.33,294.78,1.35,0.38,0.04,0.0077,0.0743,0.85,0.64,0.64,17.94,4.27,56.15,55.0,5.66
Thailand,Asia,2011,74.21,249.89,2.19,0.44,20.0,0.89,1.75,0.46,0.62,0.67,0.04,172.79,229.16,308.18,1.34,0.65,0.04,0.0073,0.0806,0.87,0.66,0.66,17.59,5.81,56.5,55.5,6.1
Thailand,Asia,2012,75.32,266.14,2.25,0.5,22.0,0.92,1.76,0.45,0.62,0.69,0.05,219.22,274.47,322.18,1.33,0.44,0.05,0.0069,0.0617,0.9,0.68,0.68,18.68,7.83,59.89,56.0,5.95
Thailand,Asia,2013,76.45,283.44,2.32,0.56,24.0,0.96,1.76,0.43,0.61,0.72,0.05,278.14,328.73,336.82,1.32,0.44,0.05,0.0066,0.0601,0.93,0.7,0.7,19.45,10.46,59.6,56.5,6.13
Thailand,Asia,2014,77.6,301.86,2.39,0.62,26.0,1.0,1.77,0.42,0.61,0.74,0.05,352.89,393.72,352.13,1.31,0.61,0.05,0.0063,0.0854,0.96,0.72,0.72,18.19,13.88,60.88,57.0,6.2
Thailand,Asia,2015,78.76,321.48,2.46,0.69,28.0,1.05,1.77,0.41,0.6,0.76,0.05,447.73,471.55,368.14,1.3,0.69,0.05,0.0059,0.1004,0.98,0.74,0.74,17.81,18.31,61.62,57.5,8.69
Thailand,Asia,2016,79.95,342.38,2.54,0.76,30.0,1.09,1.78,0.39,0.6,0.78,0.05,568.05,564.78,384.87,1.28,0.66,0.05,0.0056,0.0993,1.01,0.76,0.76,18.05,24.03,64.55,58.0,8.6
Thailand,Asia,2017,81.15,364.63,2.61,0.84,32.0,1.14,1.78,0.38,0.59,0.81,0.05,720.71,676.44,402.36,1.27,0.66,0.05,0.0053,0.0818,1.05,0.78,0.78,17.71,31.39,65.73,58.5,8.3
Thailand,Asia,2018,82.36,388.33,2.69,0.92,34.0,1.18,1.78,0.37,0.58,0.83,0.05,914.41,810.17,420.65,1.25,0.59,0.05,0.0051,0.1053,1.08,0.81,0.81,18.52,40.85,67.96,59.0,8.39
Thailand,Asia,2019,83.6,413.57,2.77,1.0,36.0,1.23,1.77,0.35,0.58,0.85,0.06,1160.15,970.34,439.77,1.24,0.7,0.06,0.0048,0.1076,1.11,0.83,0.83,17.96,52.97,65.83,59.5,8.78
Thailand,Asia,2020,84.85,440.46,2.86,1.09,38.0,1.29,1.77,0.34,0.57,0.87,0.06,1471.95,1162.18,459.76,1.22,0.47,0.06,0.0045,0.0999,1.14,0.86,0.86,19.63,68.48,68.74,60.0,8.76
Thailand,Asia,2021,86.12,469.09,2.94,1.18,40.0,1.34,1.77,0.32,0.56,0.89,0.06,1867.53,1391.94,480.65,1.2,0.63,0.06,0.0043,0.1004,1.18,0.88,0.88,17.86,88.29,70.56,60.5,9.26
Thailand,Asia,2022,87.42,499.58,3.03,1.27,42.0,1.39,1.76,0.31,0.55,0.9,0.06,2369.43,1667.12,502.5,1.18,0.74,0.06,0.0041,0.0827,1.21,0.91,0.91,19.31,113.54,69.77,61.0,9.0
Thailand,Asia,2023,88.73,532.05,3.12,1.37,44.0,1.45,1.75,0.29,0.54,0.92,0.06,3006.21,1996.71,525.34,1.16,0.88,0.06,0.0038,0.104,1.25,0.94,0.94,17.95,145.68,71.59,61.5,9.16
Thailand,Asia,2024,90.06,566.63,3.22,1.48,46.0,1.51,1.74,0.27,0.53,0.94,0.06,3814.13,2391.46,549.21,1.14,0.61,0.06,0.0036,0.0859,1.29,0.97,0.97,18.09,186.53,73.64,62.0,9.83
Nigeria,Africa,2000,123.0,46.0,1.23,0.1,8.0,0.43,1.13,0.4,0.45,0.28,0.02,6.15,12.3,123.0,0.92,0.3,0.02,0.0267,0.0469,0.37,0.37,0.37,25.16,0.09,31.81,35.0,3.34
Nigeria,Africa,2001,125.71,48.53,1.28,0.11,8.8,0.45,1.16,0.4,0.46,0.3,0.03,7.86,14.83,129.48,0.95,0.35,0.03,0.0259,0.0539,0.38,0.38,0.38,26.91,0.12,31.38,35.5,2.85
Nigeria,Africa,2002,128.47,51.2,1.32,0.13,9.6,0.48,1.2,0.4,0.47,0.33,0.03,10.04,17.89,136.3,0.97,0.32,0.03,0.0251,0.0517,0.4,0.4,0.4,26.56,0.16,32.49,36.0,2.87
Nigeria,Africa,2003,131.3,54.02,1.37,0.14,10.4,0.5,1.23,0.4,0.48,0.35,0.03,12.82,21.57,143.47,0.99,0.28,0.03,0.0243,0.0598,0.41,0.41,0.41,26.29,0.21,33.75,36.5,3.22
Nigeria,Africa,2004,134.19,56.99,1.42,0.16,11.2,0.53,1.26,0.4,0.49,0.38,0.03,16.38,26.02,151.03,1.01,0.29,0.03,0.0235,0.0598,0.43,0.43,0.43,26.49,0.28,35.95,37.0,3.55
Nigeria,Africa,2005,137.14,60.12,1.48,0.18,12.0,0.55,1.3,0.4,0.49,0.4,0.03,20.93,31.37,158.98,1.04,0.36,0.03,0.0227,0.0349,0.44,0.44,0.44,26.61,0.36,35.71,37.5,3.69
Nigeria,Africa,2006,140.16,63.43,1.53,0.2,12.8,0.58,1.34,0.4,0.5,0.43,0.03,26.73,37.84,167.35,1.06,0.38,0.03,0.022,0.0635,0.46,0.46,0.46,25.37,0.47,38.5,38.0,3.69
Nigeria,Africa,2007,143.24,66.92,1.59,0.22,13.6,0.61,1.37,0.4,0.51,0.46,0.03,34.15,45.63,176.17,1.09,0.34,0.03,0.0213,0.0279,0.48,0.48,0.48,25.88,0.61,38.41,38.5,3.61
Nigeria,Africa,2008,146.39,70.6,1.65,0.24,14.4,0.64,1.41,0.4,0.52,0.49,0.03,43.63,55.03,185.44,1.11,0.37,0.03,0.0206,0.0651,0.49,0.49,0.49,25.53,0.78,40.66,39.0,4.11
Nigeria,Africa,2009,149.61,74.48,1.71,0.26,15.2,0.68,1.45,0.4,0.53,0.52,0.03,55.73,66.36,195.21,1.14,0.42,0.03,0.0199,0.0394,0.51,0.51,0.51,25.68,1.0,39.44,39.5,3.92
Nigeria,Africa,2010,152.9,78.57,1.77,0.28,16.0,0.71,1.49,0.4,0.54,0.55,0.04,71.2,80.03,205.49,1.17,0.32,0.04,0.0192,0.0566,0.53,0.53,0.53,27.16,1.27,43.26,40.0,4.69
Nigeria,Africa,2011,156.27,82.9,1.84,0.33,18.0,0.75,1.51,0.4,0.54,0.58,0.04,90.96,96.51,216.31,1.17,0.31,0.04,0.0185,0.0426,0.55,0.55,0.55,26.06,1.74,42.2,40.5,4.67
Nigeria,Africa,2012,159.7,87.46,1.91,0.38,20.0,0.78,1.53,0.39,0.54,0.6,0.04,116.2,116.39,227.7,1.17,0.44,0.04,0.0179,0.0463,0.57,0.57,0.57,26.19,2.34,45.71,41.0,5.09
Nigeria,Africa,2013,163.22,92.27,1.98,0.44,22.0,0.82,1.54,0.38,0.54,0.63,0.04,148.45,140.36,239.69,1.17,0.39,0.04,0.0173,0.0696,0.59,0.59,0.59,27.43,3.12,44.91,41.5,4.8
Nigeria,Africa,2014,166.81,97.34,2.05,0.49,24.0,0.86,1.56,0.37,0.54,0.65,0.04,189.64,169.26,252.31,1.17,0.46,0.04,0.0167,0.0716,0.62,0.62,0.62,27.31,4.13,45.21,42.0,4.99
Nigeria,Africa,2015,170.48,102.69,2.13,0.55,26.0,0.91,1.58,0.36,0.54,0.68,0.04,242.26,204.13,265.6,1.17,0.5,0.04,0.0161,0.0551,0.64,0.64,0.64,25.99,5.43,49.44,42.5,7.43
Nigeria,Africa,2016,174.23,108.34,2.21,0.62,28.0,0.95,1.59,0.35,0.53,0.7,0.04,309.49,246.17,279.59,1.16,0.61,0.04,0.0155,0.0704,0.66,0.66,0.66,27.14,7.1,48.96,43.0,7.51
Nigeria,Africa,2017,178.06,114.3,2.29,0.69,30.0,1.0,1.61,0.34,0.53,0.73,0.05,395.38,296.87,294.31,1.16,0.4,0.05,0.0149,0.0639,0.69,0.69,0.69,26.04,9.23,51.18,43.5,7.28
Nigeria,Africa,2018,181.98,120.59,2.38,0.76,32.0,1.05,1.62,0.33,0.53,0.75,0.05,505.09,358.01,309.81,1.16,0.4,0.05,0.0144,0.0446,0.71,0.71,0.71,25.72,11.94,52.47,44.0,7.93
Nigeria,Africa,2019,185.98,127.22,2.47,0.84,34.0,1.1,1.63,0.32,0.53,0.78,0.05,645.26,431.75,326.12,1.15,0.56,0.05,0.0139,0.0455,0.74,0.74,0.74,25.93,15.39,50.88,44.5,7.52
Nigeria,Africa,2020,190.07,134.22,2.56,0.92,36.0,1.15,1.64,0.31,0.52,0.8,0.05,824.32,520.67,343.3,1.14,0.73,0.05,0.0134,0.0497,0.77,0.77,0.77,26.51,19.77,52.42,45.0,7.72
Nigeria,Africa,2021,194.26,141.6,2.66,1.01,38.0,1.21,1.65,0.3,0.52,0.83,0.05,1053.06,627.91,361.37,1.13,0.61,0.05,0.0128,0.0653,0.8,0.8,0.8,26.33,25.32,53.43,45.5,8.04
Nigeria,Africa,2022,198.53,149.39,2.75,1.1,40.0,1.27,1.65,0.29,0.52,0.85,0.06,1345.29,757.23,380.4,1.12,0.51,0.06,0.0124,0.0508,0.83,0.83,0.83,27.8,32.33,56.87,46.0,8.36
Nigeria,Africa,2023,202.9,157.6,2.86,1.2,42.0,1.33,1.66,0.28,0.51,0.87,0.06,1718.6,913.19,400.43,1.11,0.61,0.06,0.0119,0.0602,0.86,0.86,0.86,27.0,41.19,58.39,46.5,8.65
Nigeria,Africa,2024,207.36,166.27,2.96,1.3,44.0,1.39,1.66,0.26,0.5,0.89,0.06,2195.52,1101.27,421.52,1.1,0.52,0.06,0.0114,0.064,0.89,0.89,0.89,26.78,52.35,60.28,47.0,8.73
Vietnam,Asia,2000,78.0,31.0,1.95,0.2,10.0,0.68,1.75,0.61,0.7,0.44,0.04,15.6,39.0,234.0,1.42,0.45,0.04,0.0629,0.0446,0.78,0.58,0.58,18.21,0.08,43.47,50.0,3.84
Vietnam,Asia,2001,79.17,33.02,2.01,0.22,10.8,0.71,1.79,0.61,0.71,0.47,0.04,19.79,46.71,244.64,1.44,0.34,0.04,0.0599,0.0692,0.8,0.6,0.6,17.45,0.1,45.77,50.5,4.55
Vietnam,Asia,2002,80.36,35.16,2.07,0.24,11.6,0.75,1.83,0.61,0.72,0.5,0.04,25.11,55.94,255.75,1.46,0.37,0.04,0.0571,0.0633,0.83,0.62,0.62,17.92,0.13,45.47,51.0,4.59
Vietnam,Asia,2003,81.56,37.45,2.13,0.26,12.4,0.78,1.87,0.61,0.72,0.53,0.04,31.86,67.01,267.38,1.49,0.34,0.04,0.0544,0.0635,0.85,0.64,0.64,18.24,0.18,49.11,51.5,4.64
Vietnam,Asia,2004,82.79,39.88,2.2,0.29,13.2,0.81,1.91,0.61,0.73,0.57,0.04,40.42,80.25,279.53,1.51,0.41,0.04,0.0518,0.0464,0.88,0.66,0.66,18.61,0.23,49.94,52.0,4.94
Vietnam,Asia,2005,84.03,42.47,2.26,0.32,14.0,0.85,1.95,0.6,0.74,0.6,0.05,51.29,96.12,292.23,1.54,0.62,0.05,0.0493,0.0812,0.91,0.68,0.68,18.17,0.3,50.33,52.5,5.04
Vietnam,Asia,2006,85.29,45.23,2.33,0.35,14.8,0.89,1.99,0.6,0.75,0.64,0.05,65.07,115.12,305.52,1.56,0.51,0.05,0.0469,0.0563,0.93,0.7,0.7,18.95,0.39,53.73,53.0,4.87
Vietnam,Asia,2007,86.57,48.17,2.4,0.37,15.6,0.92,2.03,0.6,0.75,0.68,0.05,82.56,137.88,319.4,1.59,0.39,0.05,0.0446,0.066,0.96,0.72,0.72,18.89,0.5,55.01,53.5,4.75
Vietnam,Asia,2008,87.87,51.3,2.47,0.41,16.4,0.97,2.07,0.59,0.76,0.72,0.05,104.74,165.14,333.92,1.61,0.4,0.05,0.0424,0.0871,0.99,0.74,0.74,18.1,0.64,54.77,54.0,5.67
Vietnam,Asia,2009,89.18,54.64,2.55,0.44,17.2,1.01,2.11,0.59,0.77,0.76,0.05,132.9,197.79,349.1,1.64,0.41,0.05,0.0404,0.0794,1.02,0.76,0.76,17.51,0.83,55.3,54.5,5.65
Vietnam,Asia,2010,90.52,58.19,2.63,0.47,18.0,1.05,2.15,0.58,0.78,0.8,0.05,168.61,236.89,364.96,1.67,0.56,0.05,0.0384,0.0949,1.05,0.79,0.79,18.52,1.06,56.28,55.0,5.22
Vietnam,Asia,2011,91.88,61.97,2.71,0.54,20.0,1.1,2.16,0.57,0.77,0.83,0.05,213.92,283.72,381.55,1.66,0.55,0.05,0.0365,0.0714,1.08,0.81,0.81,17.58,1.44,57.68,55.5,5.61
Vietnam,Asia,2012,93.26,66.0,2.79,0.61,22.0,1.14,2.17,0.55,0.77,0.86,0.06,271.42,339.81,398.89,1.64,0.72,0.06,0.0346,0.0843,1.12,0.84,0.84,18.9,1.94,57.43,56.0,5.52
Vietnam,Asia,2013,94.66,70.29,2.87,0.69,24.0,1.19,2.18,0.54,0.76,0.89,0.06,344.36,407.0,417.02,1.63,0.72,0.06,0.0329,0.0789,1.15,0.86,0.86,17.53,2.59,61.82,56.5,6.22
Vietnam,Asia,2014,96.08,74.86,2.96,0.77,26.0,1.24,2.19,0.52,0.75,0.92,0.06,436.91,487.46,435.98,1.62,0.69,0.06,0.0312,0.0637,1.18,0.89,0.89,19.09,3.44,62.13,57.0,6.38
Vietnam,Asia,2015,97.52,79.73,3.05,0.85,28.0,1.3,2.19,0.5,0.75,0.94,0.06,554.33,583.83,455.79,1.6,0.8,0.06,0.0296,0.0946,1.22,0.91,0.91,18.64,4.54,61.56,57.5,8.42
